@relation synthetic1
@attribute x real
@attribute y real
@attribute class {1,2}
@data
-1.92, 0.71,1
-1.45,-0.60,1
-0.33,-1.36,1
 0.20, 0.67,1
-0.42, 0.45,1
-0.25,-0.30,1
 1.64, 0.86,1
-1.99, 0.68,1
 1.69, 0.03,1
-1.83,-1.60,1
 0.92, 0.11,1
-1.89,-1.30,1
-0.89,-1.94,1
-0.14,-0.98,1
-1.96,-0.36,1
-0.19,-1.15,1
 1.69, 0.21,1
 0.39, 1.59,1
 1.94,-0.26,1
-1.97,-0.12,1
 0.25, 1.84,1
 0.05, 1.75,1
-1.80, 1.47,1
 1.05, 0.34,1
-1.08,-1.77,1
 0.31,-0.08,1
-1.23, 0.33,1
 0.00, 1.77,1
 0.40,-1.35,1
-1.94,-0.64,1
-0.83,-1.61,1
-1.98,-0.15,1
-0.04, 1.56,1
-1.96, 1.48,1
 1.77, 0.97,1
-1.05, 0.38,1
 1.96,-0.15,1
 1.83,-0.13,1
 0.13,-1.26,1
 0.11, 1.05,1
 0.90,-1.67,1
-0.34, 1.23,1
 1.23, 1.51,1
-0.22, 0.50,1
 1.26, 1.89,1
-1.97, 0.06,1
-0.98,-1.63,1
-1.75,-1.56,1
-1.78, 1.44,1
-0.09,-0.98,1
-1.62,-1.14,1
 0.53,-1.67,1
 0.12, 0.81,1
 1.98,-0.17,1
 0.78, 1.77,1
-0.26,-1.58,1
-1.12,-0.51,1
-1.86,-1.06,1
-0.81, 1.54,1
-0.37,-0.30,1
 1.34,-0.27,1
 1.69, 0.34,1
-0.33,-1.83,1
 1.63,-0.05,1
 1.38,-1.65,1
 0.10,-0.68,1
-0.23, 1.69,1
-0.16, 1.48,1
-1.60,-0.29,1
-1.55, 1.61,1
-1.95, 0.56,1
-0.39, 0.73,1
-1.49,-1.57,1
-1.90, 1.63,1
 1.48,-1.31,1
 0.02,-0.29,1
 0.14, 1.66,1
 0.86, 1.94,1
 0.47,-1.93,1
-1.86, 1.44,1
-0.16, 0.46,1
 0.47, 1.22,1
 1.95, 1.92,1
-0.10, 0.86,1
 1.24, 1.70,1
 1.89, 0.76,1
 0.69, 0.15,1
-1.78,-0.90,1
 1.61, 0.07,1
-0.71, 1.91,1
 1.31, 1.60,1
-0.91,-1.49,1
 0.35, 1.14,1
-0.16, 0.11,1
-1.25,-1.60,1
 1.96, 0.30,1
 0.31,-0.64,1
-1.86, 1.71,1
 0.11,-1.92,1
 1.71,-0.42,1
 0.45, 1.16,1
-0.43,-1.19,1
-0.24, 1.76,1
 0.34,-1.97,1
-0.15, 1.68,1
-0.62,-1.76,1
-0.72,-0.12,1
 1.94, 2.00,1
 0.69, 0.49,1
 0.33, 1.15,1
 0.99,-0.29,1
-0.73, 1.78,1
 0.40,-1.73,1
-0.36, 0.79,1
 0.10,-1.23,1
-1.82,-1.84,1
 1.84,-1.68,1
 1.91,-1.23,1
 1.72,-0.87,1
-0.03, 0.72,1
-0.48,-0.36,1
 1.78,-0.75,1
 1.98,-1.32,1
-0.08,-1.80,1
 1.05,-0.13,1
 1.50, 1.77,1
-0.28,-0.43,1
 1.89, 0.86,1
-1.26, 0.46,1
 0.50, 1.92,1
-0.43,-0.69,1
-0.39, 1.81,1
 1.50,-0.89,1
-1.51, 0.34,1
 1.69,-1.84,1
-0.21,-0.23,1
-1.93,-1.47,1
-0.80, 0.39,1
-0.30,-1.90,1
-1.26, 0.41,1
 0.10,-1.92,1
 0.52, 1.33,1
 1.74,-1.94,1
-1.01,-0.49,1
-0.97, 0.12,1
-1.52, 1.17,1
 1.74, 1.72,1
-1.47,-0.46,1
 0.10,-1.96,1
 1.72,-1.14,1
 1.37,-0.15,1
-1.12,-1.74,1
-0.77,-1.65,1
-1.97,-1.95,1
-0.32, 1.61,1
-0.40,-0.24,1
-0.45,-0.97,1
 0.32, 1.70,1
-0.47, 1.11,1
-0.47, 0.83,1
 0.89,-0.06,1
 0.36, 0.79,1
-1.56,-1.70,1
 1.59, 1.78,1
 1.88,-0.64,1
-0.55,-0.22,1
 0.52,-1.52,1
 0.56,-1.49,1
-1.65,-1.05,1
 0.46, 0.45,1
-1.70,-0.51,1
 0.31, 1.37,1
 1.90,-1.78,1
 0.92,-0.41,1
 1.08, 1.93,1
-0.24, 1.06,1
-0.08, 0.48,1
-1.36,-0.34,1
 1.78,-0.36,1
 0.80, 0.42,1
 1.91, 1.88,1
 1.94,-1.69,1
 1.84,-1.10,1
 1.89, 0.06,1
-1.97, 1.30,1
-0.84,-0.48,1
 1.44,-1.64,1
 0.52,-0.78,1
 0.21, 1.57,1
 1.75,-0.87,1
 0.71, 1.62,1
 1.45,-0.58,1
 1.05, 1.71,1
-1.50,-0.61,1
 0.44, 1.07,1
-1.69, 1.01,1
-0.27, 1.65,1
 0.95, 0.36,1
-0.26, 0.15,1
-1.74, 0.79,1
 0.37, 0.90,1
-0.62, 0.45,1
 0.64, 0.51,1
 0.31,-1.94,1
 0.21,-0.09,1
-0.51,-0.71,1
-1.43,-1.58,1
 1.80,-0.94,1
 0.00, 0.63,1
 0.63,-1.51,1
-0.03, 1.60,1
 0.12, 0.63,1
 1.50,-1.17,1
-1.74,-1.48,1
 1.90, 1.82,1
-0.49, 1.09,1
-1.90, 0.80,1
 0.32,-1.80,1
 1.87,-1.10,1
-0.31,-1.63,1
-0.14, 1.54,1
 0.56, 0.43,1
-1.72,-2.00,1
 0.36,-0.22,1
-1.10,-0.11,1
-0.87, 0.41,1
-0.51, 0.35,1
 1.95,-1.53,1
 1.26,-0.44,1
-0.20,-1.51,1
-1.37, 1.41,1
 0.05,-1.82,1
-1.73,-0.66,1
 0.23, 0.16,1
 1.24,-1.89,1
-0.24, 0.27,1
 1.75, 1.98,1
-0.37,-0.65,1
 1.81, 1.77,1
 1.77,-1.87,1
-0.01, 0.71,1
-0.52, 1.70,1
 1.42,-1.54,1
 0.72, 0.52,1
-1.59, 0.72,1
-0.65, 1.56,1
 0.49,-0.89,1
 1.84, 1.95,1
-0.48,-1.13,1
-0.89,-0.25,1
 0.78,-0.10,1
 0.86, 1.59,1
 0.28,-0.65,1
 1.27, 1.84,1
 0.30,-0.70,1
-0.26, 1.46,1
 0.86, 1.88,1
 0.58,-0.06,1
-0.85, 1.51,1
 1.30,-1.95,1
 0.25,-1.75,1
 0.61,-1.79,1
 1.49, 1.12,1
-1.06, 1.65,1
-1.84, 0.96,1
 1.88, 0.48,1
-1.27, 0.21,1
 1.59,-0.53,1
 1.10, 0.05,1
-1.58,-1.50,1
-0.23,-0.05,1
 1.99,-0.71,1
 1.82, 0.44,1
 1.63,-1.51,1
-1.46, 0.56,1
 1.84, 0.04,1
 0.95,-1.54,1
 0.25, 1.21,1
 0.77,-1.59,1
-0.00, 1.25,1
-0.75,-0.36,1
 0.15,-0.57,1
 0.45,-0.19,1
-1.03,-1.52,1
 0.71,-0.11,1
 0.59, 1.60,1
 1.00,-1.59,1
-1.68, 0.97,1
 0.49, 0.31,1
-1.30,-1.78,1
-1.17, 1.99,1
-0.03, 0.73,1
-1.85, 0.68,1
-1.75, 1.02,1
-0.97, 1.94,1
 0.20, 1.11,1
 1.06,-0.43,1
-1.37, 1.41,1
 0.50, 1.44,1
-0.51, 1.46,1
-0.51, 0.25,1
-0.36,-1.97,1
-0.02, 1.98,1
 0.84,-1.77,1
 1.26, 0.54,1
 1.31, 0.41,1
-1.15,-0.49,1
 1.42,-0.07,1
-0.37,-0.54,1
 1.61,-0.04,1
-0.28, 1.12,1
 0.35, 1.83,1
-0.65, 1.79,1
 1.50, 0.62,1
 1.87,-0.96,1
-1.90,-0.49,1
 1.75,-1.18,1
-1.25, 1.51,1
 0.32, 1.93,1
 0.03, 0.03,1
-1.06,-1.80,1
 1.45, 1.41,1
 1.93, 1.85,1
-0.71,-1.82,1
 1.42, 1.90,1
 1.79, 0.31,1
 1.77, 0.21,1
 1.22, 0.44,1
 0.17, 1.09,1
-0.54, 1.69,1
-0.22,-0.96,1
 0.14,-1.95,1
 0.36, 1.43,1
-1.98,-1.49,1
 1.58,-1.25,1
-0.80,-1.94,1
 1.89, 0.90,1
 1.95,-1.35,1
 1.35, 0.30,1
-1.52, 0.06,1
 1.17,-1.91,1
-1.24,-1.90,1
 1.86,-1.51,1
 1.09, 1.99,1
-0.17,-0.84,1
-1.73, 0.85,1
 1.26,-0.52,1
-0.05,-0.27,1
-1.07,-1.52,1
-0.10, 1.82,1
 1.54,-0.49,1
-0.26, 1.64,1
-0.65, 0.22,1
-1.60, 1.65,1
-1.04,-0.42,1
 1.44, 0.72,1
 1.99,-0.89,1
 0.64,-1.37,1
 0.96, 0.25,1
 0.30, 1.60,1
 0.75, 1.83,1
-0.48, 0.52,1
 1.88, 0.12,1
 1.98, 0.26,1
-0.00, 1.86,1
 1.39,-0.20,1
 0.69, 1.91,1
-0.47,-0.92,1
 1.83,-1.37,1
 0.25, 1.50,1
-1.73,-1.65,1
-1.26,-0.36,1
-0.20,-0.61,1
 1.78,-0.70,1
-0.01, 1.78,1
 1.31, 1.64,1
 1.71, 1.67,1
-1.88,-1.62,1
-0.51,-1.76,1
 0.51, 0.17,1
-1.88, 0.85,1
 0.29, 1.81,1
-0.59, 0.63,1
 1.01, 0.09,1
-0.60,-0.46,1
-1.48, 1.58,1
 0.92, 1.85,1
 1.42, 1.92,1
-1.97, 1.44,1
 1.66, 0.97,1
-1.06,-0.50,1
 0.53,-0.77,1
 1.29,-0.33,1
-0.74,-1.94,1
 0.01, 1.43,1
-0.76,-0.08,1
-0.16, 1.29,1
 1.83, 0.68,1
-0.59, 1.36,1
 1.72,-0.15,1
 1.78,-0.00,1
-1.97, 0.39,1
-0.19, 0.47,1
 0.32,-0.35,1
 0.43, 1.62,1
 1.22,-0.35,1
-1.78,-0.72,1
 1.83,-1.35,1
-0.33,-0.92,1
-1.38, 0.09,1
 1.11, 0.20,1
-1.07, 1.93,1
-1.99, 0.30,1
-0.37,-1.78,1
 0.55,-1.77,1
-1.22,-0.26,1
 0.34,-0.29,1
 1.84,-0.64,1
-0.79, 1.84,1
 0.65, 1.53,1
 1.31, 0.34,1
 1.85,-0.53,1
-0.25, 0.57,1
-0.36,-0.37,1
-1.71, 0.96,1
-0.50,-0.77,1
-0.04, 0.59,1
 1.71,-1.66,1
 0.86, 1.53,1
-1.47,-0.37,1
-0.63,-1.99,1
-1.47,-1.66,1
-0.47, 1.51,1
 1.62,-0.12,1
 1.39, 1.35,1
 0.10, 1.39,1
 0.07, 1.58,1
-0.46,-0.83,1
 0.11,-0.33,1
 1.53, 0.55,1
 0.28,-0.02,1
 0.99, 0.09,1
 0.46,-0.80,1
 0.40, 0.09,1
 1.82,-0.71,1
 0.06,-1.01,1
 1.08,-0.03,1
 0.10,-1.70,1
-1.27,-2.00,1
-1.09, 1.62,1
-1.93, 1.52,1
 0.06, 0.07,1
 1.51, 1.88,1
-0.02,-0.16,1
 0.22, 1.74,1
-0.19, 0.32,1
-1.48,-1.86,1
 0.44,-1.98,1
-1.87,-1.19,1
-1.28,-1.96,1
-0.68,-0.46,1
-0.16,-0.38,1
 0.38, 0.84,1
 1.59,-0.76,1
 1.04, 1.97,1
-1.28, 0.18,1
 0.19, 0.07,1
 1.93, 0.91,1
 0.36, 0.71,1
-1.11, 1.80,1
-1.44, 1.81,1
-1.68, 1.83,1
 0.14,-1.37,1
 1.11, 1.54,1
-1.96, 0.36,1
 0.22,-1.75,1
-0.32, 1.60,1
-0.71, 1.57,1
 1.84, 0.64,1
 1.66,-0.53,1
 1.89, 1.51,1
 1.70,-0.56,1
 0.06,-1.48,1
 0.69, 0.23,1
-1.76, 1.48,1
-1.67,-0.68,1
-1.45,-0.34,1
-1.88,-1.88,1
 1.91,-1.46,1
 0.72, 0.49,1
-0.92, 0.00,1
 0.22,-0.04,1
-1.24, 1.48,1
-0.22,-1.71,1
-0.94,-1.85,1
 1.89, 0.43,1
-1.04, 1.79,1
-1.79, 0.96,1
 1.88,-0.17,1
 1.48, 1.80,1
 1.56, 1.85,1
 1.73, 0.62,1
-0.16,-1.84,1
 1.25, 0.22,1
 0.63, 0.32,1
-0.88,-0.21,1
 0.54, 0.75,1
 0.02, 1.11,1
 0.34, 0.07,1
-0.64,-1.93,1
 1.70,-0.62,1
 1.75, 1.09,1
 0.35, 1.10,1
 1.11,-1.53,1
-0.29, 1.13,1
-1.31,-1.71,1
 1.30, 0.17,1
-1.94, 0.71,1
-0.10,-1.72,1
 0.16,-1.10,1
-0.43,-1.05,1
-1.96,-0.94,1
-0.36,-0.05,1
-0.06, 0.56,1
 1.31, 1.67,1
-0.34, 0.42,1
-0.49,-0.44,1
-1.16,-1.69,1
 1.59,-0.25,1
 0.66, 0.47,1
 0.25,-1.69,1
-0.45, 0.63,1
-0.24, 1.77,1
-0.33,-1.62,1
 0.05, 0.47,1
-1.62,-0.62,1
 0.57,-0.68,1
 0.77,-1.72,1
 0.24,-1.88,1
 1.30, 1.59,1
 1.84, 1.72,1
 1.70, 0.66,1
 1.05, 1.94,1
-1.86,-1.30,1
-1.98, 1.24,1
 0.73, 1.64,1
-1.61, 1.17,1
 1.25, 0.53,1
-1.51,-0.91,1
-1.85, 1.31,1
 1.61,-1.14,1
 1.56,-1.93,1
 0.64,-0.51,1
 0.61,-1.66,1
-1.93,-1.23,1
 0.78,-1.74,1
 1.36, 1.74,1
 1.77,-1.07,1
 1.46,-0.47,1
 1.50, 0.80,1
 1.92, 1.50,1
 0.73,-1.67,1
-1.82, 0.25,1
 0.35,-0.77,1
 0.72, 1.69,1
-0.61, 0.11,1
-0.01,-0.33,1
-1.38,-1.39,1
 1.98, 0.65,1
-1.10,-0.23,1
-1.65,-0.13,1
-1.54, 1.53,1
-0.37, 1.52,1
 0.29, 0.20,1
 0.99, 1.76,1
 1.61, 0.66,1
-0.31, 1.85,1
 0.47, 1.12,1
 1.18,-1.56,1
-0.51,-0.07,1
 0.51, 1.21,1
 1.13, 0.14,1
-0.69, 0.24,1
 1.84, 1.67,1
-1.62,-1.46,1
 0.09, 1.76,1
-1.45,-1.82,1
-0.18, 1.66,1
-1.83,-1.82,1
-0.67,-0.45,1
 1.19,-0.42,1
-0.13, 1.92,1
-0.13,-1.18,1
 0.33,-1.76,1
-0.27,-0.69,1
-1.94,-0.86,1
-0.05, 1.42,1
-0.94, 0.08,1
 0.73,-0.45,1
 1.24, 1.95,1
-0.43, 0.23,1
-0.17,-1.46,1
-0.59, 1.49,1
 1.49,-1.30,1
-1.49,-0.60,1
 1.39, 0.07,1
-0.60, 1.96,1
-1.19,-0.24,1
-0.04,-0.65,1
 1.16,-0.30,1
 0.53, 0.77,1
-1.07,-1.84,1
-0.31,-1.71,1
-1.48,-1.24,1
 1.25, 0.24,1
 1.33, 1.86,1
-1.78,-0.51,1
-0.81,-0.12,1
-1.83, 1.21,1
 0.19,-1.39,1
-0.27,-1.97,1
 0.18,-0.92,1
 0.03, 0.18,1
 1.04,-0.03,1
 0.07, 0.99,1
-0.02, 1.21,1
 1.36,-1.63,1
-0.38,-1.11,1
-1.58,-1.82,1
-0.75, 1.90,1
-1.72, 1.07,1
-0.78,-1.72,1
 1.86,-1.22,1
 0.45,-0.51,1
-0.04, 1.14,1
 1.69, 1.07,1
 1.59, 0.00,1
-0.40,-1.04,1
 0.81,-0.12,1
-0.29,-0.40,1
 1.46, 1.66,1
-0.16, 1.89,1
-0.87, 0.28,1
-1.50, 1.31,1
-1.06,-0.17,1
 1.83, 1.90,1
 0.37, 0.22,1
-0.93, 0.42,1
-1.13,-0.51,1
 1.20, 0.36,1
 1.90,-0.40,1
 1.64, 1.64,1
 1.56,-0.01,1
 1.48,-0.47,1
 1.82, 0.28,1
-1.81, 0.52,1
 0.13, 0.12,1
 0.67,-0.38,1
-0.53, 0.25,1
 0.12,-1.51,1
-1.71,-0.02,1
-0.64,-0.53,1
-0.60,-0.24,1
 1.83,-0.98,1
-1.65, 1.14,1
-1.02,-1.99,1
 1.68,-1.71,1
 1.47, 1.62,1
-0.51,-0.04,1
 0.35, 0.77,1
-1.36, 0.34,1
-0.28, 0.99,1
 0.41,-1.75,1
-0.63,-0.65,1
-0.91, 0.11,1
-1.70,-0.01,1
 0.07,-0.26,1
-0.89,-1.63,1
 1.97,-1.85,1
-0.11, 0.65,1
-0.99,-0.42,1
-1.23,-1.46,1
-1.49, 1.82,1
 1.43,-1.48,1
 0.11,-0.39,1
 0.39, 0.18,1
 0.23,-0.02,1
-1.55,-1.34,1
-1.85, 0.62,1
 0.50, 0.83,1
-1.20, 0.43,1
-0.00,-1.49,1
-0.44,-1.99,1
-0.89, 0.41,1
-0.90, 1.75,1
-1.38,-1.77,1
 1.10, 1.55,1
-1.68, 1.94,1
-0.13, 0.24,1
-0.45,-1.88,1
 1.66,-1.04,1
 0.19,-0.02,1
 1.04, 1.74,1
-1.87, 0.96,1
-1.55, 0.09,1
-0.33,-1.24,1
 0.77, 1.71,1
 1.02, 0.15,1
 1.73, 1.76,1
-0.25,-0.22,1
 0.35, 0.24,1
-0.32, 1.34,1
 0.38,-1.04,1
-1.73, 1.46,1
 1.82, 0.59,1
 1.89, 1.72,1
 0.31, 1.67,1
 1.55,-0.95,1
 1.04,-0.02,1
 1.99, 0.78,1
 0.25, 1.95,1
 1.76, 1.27,1
-0.50,-1.28,1
-0.49, 1.67,1
 0.55, 0.15,1
 0.06, 0.31,1
 0.38, 1.60,1
-1.50,-1.59,1
-0.34, 1.34,1
-0.05, 1.39,1
-0.64,-0.46,1
 0.54,-1.87,1
 1.33,-1.48,1
 1.00, 0.30,1
-0.28, 0.55,1
-1.90,-1.57,1
-0.01,-0.67,1
-0.46,-0.37,1
 1.37,-0.62,1
-0.33, 1.35,1
-0.68, 1.66,1
-1.53, 0.20,1
-1.73, 0.63,1
-1.84,-0.63,1
 1.24, 0.06,1
 0.90,-1.67,1
-0.26, 1.71,1
 0.91, 1.79,1
 0.99,-0.33,1
 1.42,-1.70,1
 1.71,-1.02,1
 1.45,-1.61,1
 0.54,-0.24,1
-0.54, 1.53,1
-0.74,-0.05,1
 0.34,-0.91,1
-1.24, 1.97,1
 1.33, 0.23,1
 0.55, 0.19,1
-1.80,-0.71,1
 0.12, 1.57,1
-1.52, 1.78,1
 1.77, 1.56,1
-1.40, 0.31,1
 1.06,-0.47,1
 1.44,-1.64,1
-1.96, 1.23,1
 1.92,-1.34,1
 0.00,-0.36,1
-1.67, 0.14,1
 1.96, 1.47,1
-1.31,-0.42,1
 1.96, 1.43,1
-0.23,-0.35,1
-0.83,-0.12,1
 1.50, 1.27,1
 0.01, 1.85,1
-0.95, 1.86,1
-1.88, 1.80,1
 0.85, 0.17,1
-0.79, 1.46,1
-1.36,-0.54,1
 1.46,-0.40,1
 1.17, 1.86,1
-0.11, 0.53,1
-1.83, 1.23,1
-0.33, 1.17,1
 0.53,-1.74,1
-0.04,-1.32,1
-1.13, 0.41,1
 1.56, 1.16,1
 0.23,-0.01,1
-1.72, 1.83,1
-0.58,-1.60,1
 1.99, 1.50,1
-1.42, 0.65,1
-1.54,-1.90,1
-1.80,-0.93,1
-1.85, 0.04,1
-0.84,-0.32,1
 1.80, 0.86,1
 1.58,-0.37,1
 1.65,-0.03,1
-1.44, 0.45,1
-0.29, 1.93,1
-1.96,-1.91,1
-0.43, 1.19,1
 1.51, 1.06,1
-0.99, 1.61,1
 1.52, 0.64,1
-0.17, 0.85,1
 0.08,-1.53,1
 0.11,-0.69,1
-1.04, 0.16,1
-0.64, 1.72,1
 0.45, 1.90,1
 1.72,-1.11,1
 1.64, 0.61,1
 1.58, 0.10,1
-0.03,-0.13,1
 1.60,-0.30,1
 0.82,-1.98,1
-1.43,-0.71,1
-0.06,-0.59,1
-1.97, 1.72,1
-1.80, 1.45,1
-0.65, 1.70,1
 1.61,-0.40,1
 1.99, 1.48,1
-0.18,-0.89,1
 0.76, 1.79,1
 1.60, 0.69,1
 0.72,-0.41,1
-0.29,-0.11,1
-1.42,-0.61,1
 1.08,-0.04,1
-1.59,-1.38,1
-1.34,-1.62,1
-1.56, 1.49,1
 2.00, 0.87,1
 0.64, 0.58,1
 0.37,-0.15,1
 1.95,-0.33,1
-1.23,-0.23,1
 0.10,-0.88,1
 1.00,-1.96,1
-1.74, 1.41,1
-1.56,-0.46,1
-0.55,-0.24,1
-1.60,-1.77,1
 1.62, 1.81,1
-1.31, 1.68,1
-1.83, 0.12,1
-1.12, 0.34,1
 1.66, 0.29,1
 0.09, 0.10,1
-0.69,-0.59,1
 0.19, 1.21,1
 1.04, 0.05,1
-1.61, 1.72,1
 0.39, 0.24,1
-1.77, 0.50,1
 1.62,-0.51,1
-1.56,-1.65,1
 1.15,-0.47,1
 1.93,-1.08,1
 0.39,-1.69,1
-0.82,-0.24,1
-1.51, 1.69,1
-1.53, 0.88,1
-0.32, 0.27,1
 0.36,-0.46,1
-0.61,-0.06,1
-0.27, 0.44,1
-1.86,-1.91,1
 0.43,-0.23,1
 0.00,-0.36,1
-0.35, 0.57,1
 0.62,-0.23,1
 1.93, 1.88,1
 1.42, 1.44,1
-0.11,-1.88,1
-0.69, 1.48,1
-1.83,-0.27,1
-1.73, 1.60,1
 0.13,-1.57,1
-1.48, 0.37,1
 1.98,-0.78,1
 0.72, 0.55,1
 1.84, 0.97,1
 0.99, 1.69,1
 0.27,-1.23,1
 1.57, 1.09,1
 0.57,-0.72,1
 1.95,-1.66,1
-1.76,-1.19,1
-0.26,-1.96,1
 0.94,-0.31,1
-1.56, 1.63,1
 0.55,-0.39,1
 0.54, 1.93,1
 0.49, 0.67,1
 1.81,-1.20,1
-0.40, 1.14,1
 1.52, 1.86,1
 1.57,-0.94,1
-0.86,-0.04,1
-1.90, 0.41,1
-1.50,-1.53,1
 1.57, 1.89,1
-1.60,-0.96,1
-1.98, 0.87,1
 0.48,-1.13,1
-0.09, 1.59,1
-0.74, 0.13,1
 1.65, 0.65,1
-0.56, 1.65,1
-0.45, 1.54,1
-0.48,-1.45,1
 0.03, 0.83,1
-1.75, 0.68,1
-1.30,-0.22,1
-0.66, 0.36,1
 1.80, 0.27,1
 0.85,-1.54,1
 1.23, 1.59,1
-1.71, 1.45,1
-0.52,-1.19,1
 1.03, 1.72,1
 0.32, 0.84,1
 0.42,-1.94,1
 1.63, 0.96,1
 0.43, 0.14,1
-0.36, 1.85,1
-0.25, 1.12,1
-1.54,-1.51,1
 0.28,-0.35,1
 1.89, 0.51,1
 0.36,-1.39,1
-0.01, 1.91,1
 1.19,-1.81,1
 1.77,-0.35,1
 1.74,-1.76,1
-0.98, 0.50,1
-1.18, 1.82,1
-0.77, 0.21,1
 1.35, 1.84,1
-1.39,-0.46,1
-0.04, 0.64,1
 1.39,-0.65,1
-1.62, 1.69,1
 0.70,-0.10,1
 1.94,-1.13,1
 1.80,-1.85,1
-0.87, 1.52,1
-1.56,-1.05,1
 1.26,-1.69,1
-1.57,-1.23,1
 1.57,-0.31,1
 0.62, 0.26,1
 0.58,-0.12,1
-1.95, 1.39,1
 1.88, 0.44,1
-1.13, 0.15,1
-1.98,-1.23,1
-1.85,-1.02,1
 1.57,-1.20,1
-1.49,-1.16,1
-1.92, 1.32,1
 1.59, 1.52,1
-0.32, 1.62,1
-1.69,-1.76,1
-0.08,-1.14,1
 1.18, 1.61,1
 0.79,-0.13,1
 0.58, 1.36,1
-1.14, 1.87,1
-0.25,-0.90,1
-0.33,-0.14,1
 0.42, 0.38,1
-0.97, 1.59,1
 1.94, 0.44,1
-1.42, 1.72,1
-0.52,-0.15,1
